"county","class","practice","cps","implementation","total_ghg_co2"
"Kittitas","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.793781982
"Kittitas","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.200949009
"Kittitas","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.515542654
"Kittitas","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.443267646
"Kittitas","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.793781982
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Irrigated Pasture",0.099549833
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Non-Irrigated Pasture",0.156275463
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Irrigated Pasture",0.032447154
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Non-Irrigated Pasture",0.152367627
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Irrigated Pasture",0.032447154
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Non-Irrigated Pasture",0.152367627
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Irrigated Pasture",0.068010908
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Non-Irrigated Pasture",0.155963097
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Irrigated Pasture",0.144130706
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Non-Irrigated Pasture",0.159898898
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Irrigated Pasture",0.212057185
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Non-Irrigated Pasture",0.161672414
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Irrigated Pasture",0.271104383
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Non-Irrigated Pasture",0.163526703
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Irrigated Pasture",0.099549836
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Non-Irrigated Pasture",0.156275463
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Irrigated Pasture",0.099549836
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Non-Irrigated Pasture",0.156275463
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Irrigated Pasture",0.144130708
"Kittitas","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Non-Irrigated Pasture",0.159898898
"Kittitas","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Irrigated Pasture Condition",0.041185798
"Kittitas","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Rangeland or Non-Irrigated Pasture Condition",0.010540967
"Kittitas","Grazing Lands","Range Planting (CPS 550)","550","Seeding Forages to Improve Rangeland Condition",0.502429128
"Kittitas","Restoration of Disturbed Lands","Critical Area Planting (CPS 342)","342","Restore Highly Disturbed Areas by Planting Permanent Vegetative Cover",1.898785472
"Kittitas","Restoration of Disturbed Lands","Riparian Restoration",,"Restore Degraded Riparian Areas by Planting Woody Plants",2.190283298
"Kittitas","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",6.444254196
"Kittitas","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",6.082658155
"Kittitas","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Cropland Near Watercourses or Water Bodies with Woody Plants (Hardwood/Conifer)",3.811538195
"Kittitas","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Grassland Near Watercourses or Water Bodies with Woody Plants (Hardwood/Conifer)",3.449942154
"Kittitas","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Annual Cropland to a Farm Woodlot (Conifer)",5.575303031
"Kittitas","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Grassland to a Farm Woodlot (Conifer)",5.21370699
"Kittitas","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",6.444254196
"Kittitas","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 2 Rows of Woody Plants (Mixed Conifers)",11.03234732
"Kittitas","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 3 Rows of Woody Plants (Hardwood/Conifer)",4.474507474
"Kittitas","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",6.082658155
"Kittitas","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 2 Rows of Woody Plants (Mixed Conifers)",10.67075128
"Kittitas","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 3 Rows of Woody Plants (Hardwood/Conifer)",4.112911433
"Klickitat","Cropland Management","Combustion System Improvement (CPS 372)","372","Improved Farm Equipment Fuel Efficiency",0.012145749
"Klickitat","Cropland Management","Conservation Crop Rotation (CPS 328)","328","Decrease Fallow Frequency or Add Perennial Crops to Rotations",0.222672067
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Irrigated Cropland",0.059053896
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Non-Irrigated Cropland",0.013010302
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Irrigated Cropland",0.085961136
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.088734706
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Irrigated Cropland",-0.030483337
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Non-Irrigated Cropland",0.002477036
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Irrigated Cropland",0.005780377
"Klickitat","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.057426967
"Klickitat","Cropland Management","Mulching (CPS 484)","484","Add Mulch to Croplands",0.323076934
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",-0.035912268
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Non-Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",0.020467571
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Irrigated Croplands",0.214429344
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Non-Irrigated Croplands",0.188362638
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Irrigated Croplands",0.12545536
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Non-Irrigated Croplands",0.130950116
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Irrigated Croplands",0.125455357
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Non-Irrigated Croplands",0.130950116
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Irrigated Croplands",0.172316224
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Non-Irrigated Croplands",0.162630684
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Irrigated Croplands",0.28037353
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Non-Irrigated Croplands",0.241565096
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Irrigated Croplands",0.384610635
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Non-Irrigated Croplands",0.315024186
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Irrigated Croplands",0.484991873
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Non-Irrigated Croplands",0.386940491
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Irrigated Croplands",0.21442934
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Non-Irrigated Croplands",0.188362638
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Irrigated Croplands",0.21442934
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Non-Irrigated Croplands",0.188362638
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Irrigated Croplands",0.216229315
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Non-Irrigated Croplands",0.188362638
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Irrigated Croplands",0.314269085
"Klickitat","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Non-Irrigated Croplands",0.319126741
"Klickitat","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Irrigated Cropland",0.177478371
"Klickitat","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Non-Irrigated Cropland",0.1835324
"Klickitat","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Irrigated Cropland",0.094435585
"Klickitat","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Non-Irrigated Cropland",0.117624458
"Klickitat","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Irrigated Cropland",0.054613568
"Klickitat","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Non-Irrigated Cropland",0.088976884
"Klickitat","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Irrigated Annual Crops",0.238866404
"Klickitat","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Non-Irrigated Annual Crops",0.238866404
"Klickitat","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Klickitat","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Klickitat","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Klickitat","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Klickitat","Cropland to Herbaceous Cover","Forage and Biomass Planting (CPS 512)","512","Conversion of Annual Cropland to Irrigated Grass/Legume Forage/Biomass Crops",1.196464613
"Klickitat","Cropland to Herbaceous Cover","Forage and Biomass Planting (CPS 512)","512","Conversion of Annual Cropland to Non-Irrigated Grass/Legume Forage/Biomass Crops",0.919890655
"Klickitat","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Klickitat","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Klickitat","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.856015985
"Klickitat","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Klickitat","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Klickitat","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Klickitat","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Irrigated Pasture",0.099549833
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Non-Irrigated Pasture",0.156275463
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Irrigated Pasture",0.032447154
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Non-Irrigated Pasture",0.152367627
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Irrigated Pasture",0.032447154
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Non-Irrigated Pasture",0.152367627
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Irrigated Pasture",0.068010908
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Non-Irrigated Pasture",0.155963097
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Irrigated Pasture",0.144130706
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Non-Irrigated Pasture",0.159898898
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Irrigated Pasture",0.212057185
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Non-Irrigated Pasture",0.161672414
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Irrigated Pasture",0.271104383
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Non-Irrigated Pasture",0.163526703
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Irrigated Pasture",0.099549836
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Non-Irrigated Pasture",0.156275463
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Irrigated Pasture",0.099549836
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Non-Irrigated Pasture",0.156275463
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Irrigated Pasture",0.144130708
"Klickitat","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Non-Irrigated Pasture",0.159898898
"Klickitat","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Irrigated Pasture Condition",0.041185798
"Klickitat","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Rangeland or Non-Irrigated Pasture Condition",0.010540967
"Klickitat","Grazing Lands","Range Planting (CPS 550)","550","Seeding Forages to Improve Rangeland Condition",0.502429128
"Klickitat","Restoration of Disturbed Lands","Critical Area Planting (CPS 342)","342","Restore Highly Disturbed Areas by Planting Permanent Vegetative Cover",1.898785472
"Klickitat","Restoration of Disturbed Lands","Riparian Restoration",,"Restore Degraded Riparian Areas by Planting Woody Plants",2.190283298
"Klickitat","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",16.19108816
"Klickitat","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",15.82949212
"Klickitat","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Cropland Near Watercourses or Water Bodies with Woody Plants (Mixed Hardwoods/Conifer)",17.7222325
"Klickitat","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Grassland Near Watercourses or Water Bodies with Woody Plants (Mixed Hardwoods/Conifer)",17.36063646
"Klickitat","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Annual Cropland to a Farm Woodlot (Conifer)",17.94992062
"Klickitat","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Grassland to a Farm Woodlot (Conifer)",17.58832457
"Klickitat","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",16.19108816
"Klickitat","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 3 Rows of Woody Plants (Conifer)",11.68699408
"Klickitat","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",15.82949212
"Klickitat","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 3 Rows of Woody Plants (Conifer)",11.32539804
"Lewis","Cropland Management","Combustion System Improvement (CPS 372)","372","Improved Farm Equipment Fuel Efficiency",0.012145749
"Lewis","Cropland Management","Conservation Crop Rotation (CPS 328)","328","Decrease Fallow Frequency or Add Perennial Crops to Rotations",0.222672067
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Irrigated Cropland",0.059053896
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Non-Irrigated Cropland",0.013010302
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Irrigated Cropland",0.085961136
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.088734706
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Irrigated Cropland",-0.030483337
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Non-Irrigated Cropland",0.002477036
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Irrigated Cropland",0.005780377
"Lewis","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.057426967
"Lewis","Cropland Management","Mulching (CPS 484)","484","Add Mulch to Croplands",0.323076934
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",-0.035912268
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Non-Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",0.020467571
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Irrigated Croplands",0.214429344
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Non-Irrigated Croplands",0.188362638
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Irrigated Croplands",0.12545536
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Non-Irrigated Croplands",0.130950116
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Irrigated Croplands",0.125455357
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Non-Irrigated Croplands",0.130950116
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Irrigated Croplands",0.172316224
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Non-Irrigated Croplands",0.162630684
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Irrigated Croplands",0.28037353
"Lewis","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Non-Irrigated Croplands",0.241565096
